Transaksi,Tanggal,Waktu,Menu,Harga,Jumlah,Total
903,6/11/2024 0:00,2:06:55 PM,Peyek,Rp4.000,1,Rp4.000
903,6/11/2024 0:00,2:06:55 PM,Ketupat,Rp2.000,2,Rp4.000
903,6/11/2024 0:00,2:06:55 PM,Es Teh,Rp6.000,2,Rp12.000
903,6/11/2024 0:00,2:06:55 PM,Teh Panas,Rp6.000,2,Rp12.000
903,6/11/2024 0:00,2:06:55 PM,Jeruk Panas,Rp10.000,2,Rp20.000
904,6/11/2024 0:00,5:55:40 PM,Coto Makassar,Rp35.000,1,Rp35.000
904,6/11/2024 0:00,5:55:40 PM,Ketupat,Rp2.000,1,Rp2.000
904,6/11/2024 0:00,5:55:40 PM,Coto Makassar,Rp35.000,3,Rp105.000
904,6/11/2024 0:00,5:55:40 PM,Ketupat,Rp2.000,2,Rp4.000
904,6/11/2024 0:00,5:55:40 PM,Sop Kikil,Rp40.000,2,Rp80.000
904,6/11/2024 0:00,5:55:40 PM,Kacang Goreng,Rp4.000,2,Rp8.000
904,6/11/2024 0:00,5:55:40 PM,Teh Panas,Rp6.000,1,Rp6.000
904,6/11/2024 0:00,5:55:40 PM,Teh Panas,Rp6.000,2,Rp12.000
905,6/11/2024 0:00,2:15:41 PM,Ayam Goreng,Rp30.000,1,Rp30.000
905,6/11/2024 0:00,2:15:41 PM,Jeruk Panas,Rp10.000,2,Rp20.000
906,6/11/2024 0:00,4:11:40 PM,Sop Kikil,Rp40.000,1,Rp40.000
906,6/11/2024 0:00,4:11:40 PM,Sop Konro,Rp50.000,1,Rp50.000
906,6/11/2024 0:00,4:11:40 PM,Buras,Rp2.000,1,Rp2.000
906,6/11/2024 0:00,4:11:40 PM,Peyek,Rp4.000,2,Rp8.000
906,6/11/2024 0:00,4:11:40 PM,Es Teh,Rp6.000,2,Rp12.000
906,6/11/2024 0:00,4:11:40 PM,Es Teh,Rp6.000,1,Rp6.000
907,6/11/2024 0:00,12:40:00 PM,Coto Makassar,Rp35.000,3,Rp105.000
907,6/11/2024 0:00,12:40:00 PM,Ketupat,Rp2.000,1,Rp2.000
907,6/11/2024 0:00,12:40:00 PM,Rahang Tuna Bakar,Rp50.000,1,Rp50.000
907,6/11/2024 0:00,12:40:00 PM,Sop Kikil,Rp40.000,3,Rp120.000
907,6/11/2024 0:00,12:40:00 PM,Jus Buah Naga,Rp20.000,2,Rp40.000
907,6/11/2024 0:00,12:40:00 PM,Jeruk Panas,Rp10.000,1,Rp10.000
908,6/11/2024 0:00,7:16:34 AM,Konro Bakar,Rp60.000,2,Rp120.000
908,6/11/2024 0:00,7:16:34 AM,Sop Konro,Rp50.000,2,Rp100.000
908,6/11/2024 0:00,7:16:34 AM,Ayam Goreng,Rp30.000,2,Rp60.000
908,6/11/2024 0:00,7:16:34 AM,Buras,Rp2.000,2,Rp4.000
908,6/11/2024 0:00,7:16:34 AM,Kerupuk,Rp3.000,1,Rp3.000
908,6/11/2024 0:00,7:16:34 AM,Jeruk Panas,Rp10.000,1,Rp10.000
908,6/11/2024 0:00,7:16:34 AM,Jus Buah Naga,Rp20.000,1,Rp20.000
908,6/11/2024 0:00,7:16:34 AM,Es Teh,Rp6.000,1,Rp6.000
909,6/11/2024 0:00,1:23:01 PM,Ayam Bakar,Rp30.000,1,Rp30.000
909,6/11/2024 0:00,1:23:01 PM,Dada Tuna Bakar,Rp40.000,3,Rp120.000
909,6/11/2024 0:00,1:23:01 PM,Ikan Bakar Rica,Rp50.000,2,Rp100.000
909,6/11/2024 0:00,1:23:01 PM,Peyek,Rp4.000,2,Rp8.000
909,6/11/2024 0:00,1:23:01 PM,Nasi Putih,Rp5.000,1,Rp5.000
909,6/11/2024 0:00,1:23:01 PM,Jus Buah Naga,Rp20.000,2,Rp40.000
909,6/11/2024 0:00,1:23:01 PM,Jeruk Panas,Rp10.000,1,Rp10.000
909,6/11/2024 0:00,1:23:01 PM,Teh Panas,Rp6.000,2,Rp12.000
910,6/11/2024 0:00,11:43:36 AM,Rahang Tuna Bakar,Rp50.000,2,Rp100.000
910,6/11/2024 0:00,11:43:36 AM,Konro Bakar,Rp60.000,2,Rp120.000
910,6/11/2024 0:00,11:43:36 AM,Ayam Goreng,Rp30.000,2,Rp60.000
910,6/11/2024 0:00,11:43:36 AM,Nasi Putih,Rp5.000,1,Rp5.000
910,6/11/2024 0:00,11:43:36 AM,Es Jeruk,Rp10.000,2,Rp20.000
910,6/11/2024 0:00,11:43:36 AM,Jus Alpukat,Rp20.000,2,Rp40.000
911,6/11/2024 0:00,11:45:05 AM,Konro Bakar,Rp60.000,2,Rp120.000
911,6/11/2024 0:00,11:45:05 AM,Peyek,Rp4.000,1,Rp4.000
911,6/11/2024 0:00,11:45:05 AM,Jus Alpukat,Rp20.000,1,Rp20.000
912,6/11/2024 0:00,1:20:33 PM,Ayam Goreng,Rp30.000,3,Rp90.000
912,6/11/2024 0:00,1:20:33 PM,Cumi Bakar,Rp45.000,3,Rp135.000
912,6/11/2024 0:00,1:20:33 PM,Es Jeruk,Rp10.000,1,Rp10.000
912,6/11/2024 0:00,1:20:33 PM,Jus Mangga,Rp20.000,2,Rp40.000
913,6/11/2024 0:00,11:53:32 AM,Sop Konro,Rp50.000,1,Rp50.000
913,6/11/2024 0:00,11:53:32 AM,Ayam Geprek,Rp30.000,1,Rp30.000
913,6/11/2024 0:00,11:53:32 AM,Kacang Goreng,Rp4.000,1,Rp4.000
913,6/11/2024 0:00,11:53:32 AM,Teh Panas,Rp6.000,2,Rp12.000
913,6/11/2024 0:00,11:53:32 AM,Jus Mangga,Rp20.000,2,Rp40.000
914,6/11/2024 0:00,11:53:21 AM,Ikan Goreng Tepung,Rp50.000,2,Rp100.000
914,6/11/2024 0:00,11:53:21 AM,Ketupat,Rp2.000,2,Rp4.000
914,6/11/2024 0:00,11:53:21 AM,Jeruk Panas,Rp10.000,1,Rp10.000
915,6/11/2024 0:00,1:57:58 PM,Sop Kikil,Rp40.000,3,Rp120.000
915,6/11/2024 0:00,1:57:58 PM,Ayam Goreng,Rp30.000,3,Rp90.000
915,6/11/2024 0:00,1:57:58 PM,Ayam Geprek,Rp30.000,1,Rp30.000
915,6/11/2024 0:00,1:57:58 PM,Jus Mangga,Rp20.000,1,Rp20.000
915,6/11/2024 0:00,1:57:58 PM,Jus Mangga,Rp20.000,2,Rp40.000
915,6/11/2024 0:00,1:57:58 PM,Jeruk Panas,Rp10.000,2,Rp20.000
916,6/11/2024 0:00,11:52:50 AM,Sop Konro,Rp50.000,2,Rp100.000
916,6/11/2024 0:00,11:52:50 AM,Ayam Goreng,Rp30.000,1,Rp30.000
916,6/11/2024 0:00,11:52:50 AM,Ayam Bakar,Rp30.000,2,Rp60.000
916,6/11/2024 0:00,11:52:50 AM,Nasi Putih,Rp5.000,1,Rp5.000
916,6/11/2024 0:00,11:52:50 AM,Kerupuk,Rp3.000,2,Rp6.000
916,6/11/2024 0:00,11:52:50 AM,Jeruk Panas,Rp10.000,1,Rp10.000
916,6/11/2024 0:00,11:52:50 AM,Teh Panas,Rp6.000,2,Rp12.000
916,6/11/2024 0:00,11:52:50 AM,Jus Mangga,Rp20.000,2,Rp40.000
917,6/11/2024 0:00,8:30:59 AM,Coto Makassar,Rp35.000,3,Rp105.000
917,6/11/2024 0:00,8:30:59 AM,Ketupat,Rp2.000,3,Rp6.000
917,6/11/2024 0:00,8:30:59 AM,Ayam Goreng,Rp30.000,2,Rp60.000
917,6/11/2024 0:00,8:30:59 AM,Es Jeruk,Rp10.000,2,Rp20.000
917,6/11/2024 0:00,8:30:59 AM,Jus Alpukat,Rp20.000,2,Rp40.000
918,6/11/2024 0:00,2:22:57 PM,Rahang Tuna Bakar,Rp50.000,2,Rp100.000
918,6/11/2024 0:00,2:22:57 PM,Cumi Bakar,Rp45.000,1,Rp45.000
918,6/11/2024 0:00,2:22:57 PM,Jus Buah Naga,Rp20.000,2,Rp40.000
918,6/11/2024 0:00,2:22:57 PM,Jeruk Panas,Rp10.000,1,Rp10.000
919,6/11/2024 0:00,1:17:35 PM,Cumi Bakar,Rp45.000,1,Rp45.000
919,6/11/2024 0:00,1:17:35 PM,Nasi Putih,Rp5.000,2,Rp10.000
919,6/11/2024 0:00,1:17:35 PM,Jus Mangga,Rp20.000,1,Rp20.000
920,6/11/2024 0:00,2:39:32 PM,Coto Makassar,Rp35.000,2,Rp70.000
920,6/11/2024 0:00,2:39:32 PM,Ketupat,Rp2.000,1,Rp2.000
920,6/11/2024 0:00,2:39:32 PM,Ikan Bakar Rica,Rp50.000,2,Rp100.000
920,6/11/2024 0:00,2:39:32 PM,Jus Buah Naga,Rp20.000,2,Rp40.000
920,6/11/2024 0:00,2:39:32 PM,Jeruk Panas,Rp10.000,2,Rp20.000
921,6/11/2024 0:00,7:14:05 AM,Ayam Goreng,Rp30.000,1,Rp30.000
921,6/11/2024 0:00,7:14:05 AM,Buras,Rp2.000,2,Rp4.000
921,6/11/2024 0:00,7:14:05 AM,Jus Mangga,Rp20.000,2,Rp40.000
922,6/11/2024 0:00,9:24:14 AM,Sop Kikil,Rp40.000,1,Rp40.000
922,6/11/2024 0:00,9:24:14 AM,Sop Kikil,Rp40.000,3,Rp120.000
922,6/11/2024 0:00,9:24:14 AM,Sop Kikil,Rp40.000,2,Rp80.000
922,6/11/2024 0:00,9:24:14 AM,Jus Alpukat,Rp20.000,2,Rp40.000
922,6/11/2024 0:00,9:24:14 AM,Teh Panas,Rp6.000,1,Rp6.000
922,6/11/2024 0:00,9:24:14 AM,Jus Buah Naga,Rp20.000,2,Rp40.000
923,6/11/2024 0:00,2:19:50 PM,Ikan Goreng Tepung,Rp50.000,1,Rp50.000
923,6/11/2024 0:00,2:19:50 PM,Jus Mangga,Rp20.000,2,Rp40.000
924,6/11/2024 0:00,8:24:20 AM,Konro Bakar,Rp60.000,2,Rp120.000
924,6/11/2024 0:00,8:24:20 AM,Ayam Goreng,Rp30.000,1,Rp30.000
924,6/11/2024 0:00,8:24:20 AM,Nasi Putih,Rp5.000,2,Rp10.000
924,6/11/2024 0:00,8:24:20 AM,Kerupuk,Rp3.000,2,Rp6.000
924,6/11/2024 0:00,8:24:20 AM,Jus Mangga,Rp20.000,2,Rp40.000
924,6/11/2024 0:00,8:24:20 AM,Es Jeruk,Rp10.000,1,Rp10.000
924,6/11/2024 0:00,8:24:20 AM,Teh Panas,Rp6.000,1,Rp6.000
925,6/11/2024 0:00,1:47:39 PM,Ikan Bakar Rica,Rp50.000,3,Rp150.000
925,6/11/2024 0:00,1:47:39 PM,Cumi Bakar,Rp45.000,1,Rp45.000
925,6/11/2024 0:00,1:47:39 PM,Sop Kikil,Rp40.000,1,Rp40.000
925,6/11/2024 0:00,1:47:39 PM,Ketupat,Rp2.000,1,Rp2.000
925,6/11/2024 0:00,1:47:39 PM,Es Jeruk,Rp10.000,2,Rp20.000
925,6/11/2024 0:00,1:47:39 PM,Jus Alpukat,Rp20.000,2,Rp40.000
925,6/11/2024 0:00,1:47:39 PM,Jus Mangga,Rp20.000,1,Rp20.000
926,6/11/2024 0:00,11:11:04 AM,Rahang Tuna Bakar,Rp50.000,3,Rp150.000
926,6/11/2024 0:00,11:11:04 AM,Dada Tuna Bakar,Rp40.000,3,Rp120.000
926,6/11/2024 0:00,11:11:04 AM,Rahang Tuna Bakar,Rp50.000,1,Rp50.000
926,6/11/2024 0:00,11:11:04 AM,Buras,Rp2.000,1,Rp2.000
926,6/11/2024 0:00,11:11:04 AM,Es Teh,Rp6.000,1,Rp6.000
926,6/11/2024 0:00,11:11:04 AM,Jus Mangga,Rp20.000,1,Rp20.000
926,6/11/2024 0:00,11:11:04 AM,Jeruk Panas,Rp10.000,1,Rp10.000
927,6/11/2024 0:00,12:53:35 PM,Ikan Goreng Tepung,Rp50.000,3,Rp150.000
927,6/11/2024 0:00,12:53:35 PM,Sop Kikil,Rp40.000,2,Rp80.000
927,6/11/2024 0:00,12:53:35 PM,Es Teh,Rp6.000,1,Rp6.000
927,6/11/2024 0:00,12:53:35 PM,Es Teh,Rp6.000,2,Rp12.000
928,6/11/2024 0:00,2:22:02 PM,Sop Kikil,Rp40.000,3,Rp120.000
928,6/11/2024 0:00,2:22:02 PM,Dada Tuna Bakar,Rp40.000,3,Rp120.000
928,6/11/2024 0:00,2:22:02 PM,Jus Alpukat,Rp20.000,1,Rp20.000
928,6/11/2024 0:00,2:22:02 PM,Es Jeruk,Rp10.000,1,Rp10.000
929,6/11/2024 0:00,2:46:59 PM,Ayam Geprek,Rp30.000,2,Rp60.000
929,6/11/2024 0:00,2:46:59 PM,Es Jeruk,Rp10.000,1,Rp10.000
930,6/11/2024 0:00,2:29:37 PM,Coto Makassar,Rp35.000,3,Rp105.000
930,6/11/2024 0:00,2:29:37 PM,Ketupat,Rp2.000,3,Rp6.000
930,6/11/2024 0:00,2:29:37 PM,Cumi Bakar,Rp45.000,2,Rp90.000
930,6/11/2024 0:00,2:29:37 PM,Konro Bakar,Rp60.000,1,Rp60.000
930,6/11/2024 0:00,2:29:37 PM,Kacang Goreng,Rp4.000,2,Rp8.000
930,6/11/2024 0:00,2:29:37 PM,Buras,Rp2.000,2,Rp4.000
930,6/11/2024 0:00,2:29:37 PM,Es Jeruk,Rp10.000,2,Rp20.000
930,6/11/2024 0:00,2:29:37 PM,Jus Alpukat,Rp20.000,2,Rp40.000
930,6/11/2024 0:00,2:29:37 PM,Es Jeruk,Rp10.000,1,Rp10.000
931,6/11/2024 0:00,8:49:29 AM,Coto Makassar,Rp35.000,1,Rp35.000
931,6/11/2024 0:00,8:49:29 AM,Ketupat,Rp2.000,1,Rp2.000
931,6/11/2024 0:00,8:49:29 AM,Ayam Bakar,Rp30.000,2,Rp60.000
931,6/11/2024 0:00,8:49:29 AM,Cumi Bakar,Rp45.000,3,Rp135.000
931,6/11/2024 0:00,8:49:29 AM,Kacang Goreng,Rp4.000,1,Rp4.000
931,6/11/2024 0:00,8:49:29 AM,Kerupuk,Rp3.000,2,Rp6.000
931,6/11/2024 0:00,8:49:29 AM,Jus Alpukat,Rp20.000,2,Rp40.000
931,6/11/2024 0:00,8:49:29 AM,Jeruk Panas,Rp10.000,1,Rp10.000
931,6/11/2024 0:00,8:49:29 AM,Es Jeruk,Rp10.000,1,Rp10.000
932,6/11/2024 0:00,12:40:20 PM,Konro Bakar,Rp60.000,1,Rp60.000
932,6/11/2024 0:00,12:40:20 PM,Rahang Tuna Bakar,Rp50.000,1,Rp50.000
932,6/11/2024 0:00,12:40:20 PM,Ayam Geprek,Rp30.000,1,Rp30.000
932,6/11/2024 0:00,12:40:20 PM,Jus Alpukat,Rp20.000,1,Rp20.000
932,6/11/2024 0:00,12:40:20 PM,Jus Mangga,Rp20.000,2,Rp40.000
932,6/11/2024 0:00,12:40:20 PM,Jus Alpukat,Rp20.000,2,Rp40.000
933,6/11/2024 0:00,9:03:18 AM,Dada Tuna Bakar,Rp40.000,1,Rp40.000
933,6/11/2024 0:00,9:03:18 AM,Sop Konro,Rp50.000,1,Rp50.000
933,6/11/2024 0:00,9:03:18 AM,Jus Mangga,Rp20.000,2,Rp40.000
933,6/11/2024 0:00,9:03:18 AM,Es Jeruk,Rp10.000,1,Rp10.000
934,6/11/2024 0:00,11:59:54 AM,Dada Tuna Bakar,Rp40.000,1,Rp40.000
934,6/11/2024 0:00,11:59:54 AM,Ayam Goreng,Rp30.000,2,Rp60.000
934,6/11/2024 0:00,11:59:54 AM,Kerupuk,Rp3.000,1,Rp3.000
934,6/11/2024 0:00,11:59:54 AM,Jus Mangga,Rp20.000,2,Rp40.000
934,6/11/2024 0:00,11:59:54 AM,Jus Alpukat,Rp20.000,2,Rp40.000
935,6/11/2024 0:00,11:48:52 AM,Coto Makassar,Rp35.000,1,Rp35.000
935,6/11/2024 0:00,11:48:52 AM,Ketupat,Rp2.000,1,Rp2.000
935,6/11/2024 0:00,11:48:52 AM,Buras,Rp2.000,2,Rp4.000
935,6/11/2024 0:00,11:48:52 AM,Teh Panas,Rp6.000,2,Rp12.000
936,6/11/2024 0:00,4:08:58 PM,Sop Konro,Rp50.000,1,Rp50.000
936,6/11/2024 0:00,4:08:58 PM,Ayam Geprek,Rp30.000,2,Rp60.000
936,6/11/2024 0:00,4:08:58 PM,Buras,Rp2.000,2,Rp4.000
936,6/11/2024 0:00,4:08:58 PM,Jus Alpukat,Rp20.000,1,Rp20.000
936,6/11/2024 0:00,4:08:58 PM,Es Teh,Rp6.000,2,Rp12.000
937,6/11/2024 0:00,2:44:56 PM,Ayam Goreng,Rp30.000,3,Rp90.000
937,6/11/2024 0:00,2:44:56 PM,Sop Kikil,Rp40.000,3,Rp120.000
937,6/11/2024 0:00,2:44:56 PM,Peyek,Rp4.000,2,Rp8.000
937,6/11/2024 0:00,2:44:56 PM,Ketupat,Rp2.000,1,Rp2.000
937,6/11/2024 0:00,2:44:56 PM,Teh Panas,Rp6.000,2,Rp12.000
937,6/11/2024 0:00,2:44:56 PM,Jeruk Panas,Rp10.000,1,Rp10.000
938,6/11/2024 0:00,2:06:40 PM,Ayam Goreng,Rp30.000,2,Rp60.000
938,6/11/2024 0:00,2:06:40 PM,Ketupat,Rp2.000,2,Rp4.000
938,6/11/2024 0:00,2:06:40 PM,Es Jeruk,Rp10.000,1,Rp10.000
939,6/11/2024 0:00,3:20:47 PM,Ikan Goreng Tepung,Rp50.000,1,Rp50.000
939,6/11/2024 0:00,3:20:47 PM,Peyek,Rp4.000,1,Rp4.000
939,6/11/2024 0:00,3:20:47 PM,Jus Buah Naga,Rp20.000,1,Rp20.000
940,6/11/2024 0:00,6:37:18 PM,Ayam Goreng,Rp30.000,2,Rp60.000
940,6/11/2024 0:00,6:37:18 PM,Cumi Bakar,Rp45.000,3,Rp135.000
940,6/11/2024 0:00,6:37:18 PM,Nasi Putih,Rp5.000,1,Rp5.000
940,6/11/2024 0:00,6:37:18 PM,Teh Panas,Rp6.000,2,Rp12.000
940,6/11/2024 0:00,6:37:18 PM,Es Jeruk,Rp10.000,2,Rp20.000
940,6/11/2024 0:00,6:37:18 PM,Jeruk Panas,Rp10.000,2,Rp20.000
941,6/11/2024 0:00,11:31:42 AM,Sop Konro,Rp50.000,2,Rp100.000
941,6/11/2024 0:00,11:31:42 AM,Ayam Bakar,Rp30.000,2,Rp60.000
941,6/11/2024 0:00,11:31:42 AM,Kacang Goreng,Rp4.000,1,Rp4.000
941,6/11/2024 0:00,11:31:42 AM,Jus Alpukat,Rp20.000,1,Rp20.000
941,6/11/2024 0:00,11:31:42 AM,Es Teh,Rp6.000,2,Rp12.000
942,6/11/2024 0:00,4:37:36 PM,Sop Konro,Rp50.000,2,Rp100.000
942,6/11/2024 0:00,4:37:36 PM,Cumi Bakar,Rp45.000,1,Rp45.000
942,6/11/2024 0:00,4:37:36 PM,Rahang Tuna Bakar,Rp50.000,1,Rp50.000
942,6/11/2024 0:00,4:37:36 PM,Kerupuk,Rp3.000,1,Rp3.000
942,6/11/2024 0:00,4:37:36 PM,Es Jeruk,Rp10.000,1,Rp10.000
942,6/11/2024 0:00,4:37:36 PM,Jus Alpukat,Rp20.000,2,Rp40.000
943,6/11/2024 0:00,11:00:25 AM,Rahang Tuna Bakar,Rp50.000,2,Rp100.000
943,6/11/2024 0:00,11:00:25 AM,Ayam Bakar,Rp30.000,3,Rp90.000
943,6/11/2024 0:00,11:00:25 AM,Coto Makassar,Rp35.000,2,Rp70.000
943,6/11/2024 0:00,11:00:25 AM,Ketupat,Rp2.000,2,Rp4.000
943,6/11/2024 0:00,11:00:25 AM,Peyek,Rp4.000,1,Rp4.000
943,6/11/2024 0:00,11:00:25 AM,Peyek,Rp4.000,2,Rp8.000
943,6/11/2024 0:00,11:00:25 AM,Es Jeruk,Rp10.000,2,Rp20.000
943,6/11/2024 0:00,11:00:25 AM,Jeruk Panas,Rp10.000,1,Rp10.000
943,6/11/2024 0:00,11:00:25 AM,Teh Panas,Rp6.000,2,Rp12.000
944,6/11/2024 0:00,3:01:46 PM,Ikan Goreng Tepung,Rp50.000,2,Rp100.000
944,6/11/2024 0:00,3:01:46 PM,Konro Bakar,Rp60.000,2,Rp120.000
944,6/11/2024 0:00,3:01:46 PM,Ayam Geprek,Rp30.000,1,Rp30.000
944,6/11/2024 0:00,3:01:46 PM,Peyek,Rp4.000,2,Rp8.000
944,6/11/2024 0:00,3:01:46 PM,Nasi Putih,Rp5.000,2,Rp10.000
944,6/11/2024 0:00,3:01:46 PM,Teh Panas,Rp6.000,2,Rp12.000
944,6/11/2024 0:00,3:01:46 PM,Jus Alpukat,Rp20.000,2,Rp40.000
944,6/11/2024 0:00,3:01:46 PM,Es Jeruk,Rp10.000,2,Rp20.000
945,6/11/2024 0:00,2:17:32 PM,Ikan Goreng Tepung,Rp50.000,2,Rp100.000
945,6/11/2024 0:00,2:17:32 PM,Ayam Geprek,Rp30.000,2,Rp60.000
945,6/11/2024 0:00,2:17:32 PM,Sop Konro,Rp50.000,2,Rp100.000
945,6/11/2024 0:00,2:17:32 PM,Nasi Putih,Rp5.000,2,Rp10.000
945,6/11/2024 0:00,2:17:32 PM,Ketupat,Rp2.000,1,Rp2.000
945,6/11/2024 0:00,2:17:32 PM,Jus Mangga,Rp20.000,1,Rp20.000
945,6/11/2024 0:00,2:17:32 PM,Jus Alpukat,Rp20.000,1,Rp20.000
945,6/11/2024 0:00,2:17:32 PM,Jus Mangga,Rp20.000,2,Rp40.000
946,6/11/2024 0:00,6:22:44 PM,Ayam Bakar,Rp30.000,2,Rp60.000
946,6/11/2024 0:00,6:22:44 PM,Sop Kikil,Rp40.000,2,Rp80.000
946,6/11/2024 0:00,6:22:44 PM,Ikan Bakar Rica,Rp50.000,3,Rp150.000
946,6/11/2024 0:00,6:22:44 PM,Es Teh,Rp6.000,2,Rp12.000
946,6/11/2024 0:00,6:22:44 PM,Jeruk Panas,Rp10.000,1,Rp10.000
946,6/11/2024 0:00,6:22:44 PM,Jus Mangga,Rp20.000,2,Rp40.000
947,6/11/2024 0:00,11:15:52 AM,Sop Konro,Rp50.000,3,Rp150.000
947,6/11/2024 0:00,11:15:52 AM,Nasi Putih,Rp5.000,2,Rp10.000
947,6/11/2024 0:00,11:15:52 AM,Es Teh,Rp6.000,1,Rp6.000
948,6/11/2024 0:00,10:54:41 AM,Sop Konro,Rp50.000,1,Rp50.000
948,6/11/2024 0:00,10:54:41 AM,Rahang Tuna Bakar,Rp50.000,3,Rp150.000
948,6/11/2024 0:00,10:54:41 AM,Coto Makassar,Rp35.000,1,Rp35.000
948,6/11/2024 0:00,10:54:41 AM,Ketupat,Rp2.000,3,Rp6.000
948,6/11/2024 0:00,10:54:41 AM,Jus Buah Naga,Rp20.000,1,Rp20.000
948,6/11/2024 0:00,10:54:41 AM,Es Teh,Rp6.000,1,Rp6.000
948,6/11/2024 0:00,10:54:41 AM,Jus Alpukat,Rp20.000,2,Rp40.000
949,7/11/2024 0:00,11:15:14 AM,Sop Konro,Rp50.000,3,Rp150.000
949,7/11/2024 0:00,11:15:14 AM,Ayam Geprek,Rp30.000,2,Rp60.000
949,7/11/2024 0:00,11:15:14 AM,Es Teh,Rp6.000,1,Rp6.000
949,7/11/2024 0:00,11:15:14 AM,Jus Mangga,Rp20.000,1,Rp20.000
950,7/11/2024 0:00,1:27:20 PM,Sop Kikil,Rp40.000,2,Rp80.000
950,7/11/2024 0:00,1:27:20 PM,Ikan Goreng Tepung,Rp50.000,2,Rp100.000
950,7/11/2024 0:00,1:27:20 PM,Nasi Putih,Rp5.000,2,Rp10.000
950,7/11/2024 0:00,1:27:20 PM,Jus Alpukat,Rp20.000,1,Rp20.000
950,7/11/2024 0:00,1:27:20 PM,Jus Alpukat,Rp20.000,2,Rp40.000
951,7/11/2024 0:00,12:52:30 PM,Coto Makassar,Rp35.000,2,Rp70.000
951,7/11/2024 0:00,12:52:30 PM,Ketupat,Rp2.000,1,Rp2.000
951,7/11/2024 0:00,12:52:30 PM,Ikan Goreng Tepung,Rp50.000,3,Rp150.000
951,7/11/2024 0:00,12:52:30 PM,Dada Tuna Bakar,Rp40.000,1,Rp40.000
951,7/11/2024 0:00,12:52:30 PM,Buras,Rp2.000,2,Rp4.000
951,7/11/2024 0:00,12:52:30 PM,Peyek,Rp4.000,2,Rp8.000
951,7/11/2024 0:00,12:52:30 PM,Jeruk Panas,Rp10.000,2,Rp20.000
951,7/11/2024 0:00,12:52:30 PM,Es Jeruk,Rp10.000,2,Rp20.000
951,7/11/2024 0:00,12:52:30 PM,Jus Mangga,Rp20.000,1,Rp20.000
952,7/11/2024 0:00,2:25:32 PM,Sop Kikil,Rp40.000,2,Rp80.000
952,7/11/2024 0:00,2:25:32 PM,Dada Tuna Bakar,Rp40.000,1,Rp40.000
952,7/11/2024 0:00,2:25:32 PM,Kacang Goreng,Rp4.000,2,Rp8.000
952,7/11/2024 0:00,2:25:32 PM,Jus Alpukat,Rp20.000,2,Rp40.000
952,7/11/2024 0:00,2:25:32 PM,Jeruk Panas,Rp10.000,1,Rp10.000
953,7/11/2024 0:00,1:05:17 PM,Ayam Goreng,Rp30.000,1,Rp30.000
953,7/11/2024 0:00,1:05:17 PM,Es Teh,Rp6.000,1,Rp6.000
954,7/11/2024 0:00,1:36:15 PM,Cumi Bakar,Rp45.000,1,Rp45.000
954,7/11/2024 0:00,1:36:15 PM,Coto Makassar,Rp35.000,3,Rp105.000
954,7/11/2024 0:00,1:36:15 PM,Ketupat,Rp2.000,1,Rp2.000
954,7/11/2024 0:00,1:36:15 PM,Ketupat,Rp2.000,3,Rp6.000
954,7/11/2024 0:00,1:36:15 PM,Jus Alpukat,Rp20.000,1,Rp20.000
954,7/11/2024 0:00,1:36:15 PM,Teh Panas,Rp6.000,1,Rp6.000
955,7/11/2024 0:00,9:31:10 AM,Rahang Tuna Bakar,Rp50.000,1,Rp50.000
955,7/11/2024 0:00,9:31:10 AM,Ayam Geprek,Rp30.000,3,Rp90.000
955,7/11/2024 0:00,9:31:10 AM,Sop Konro,Rp50.000,1,Rp50.000
955,7/11/2024 0:00,9:31:10 AM,Teh Panas,Rp6.000,2,Rp12.000
955,7/11/2024 0:00,9:31:10 AM,Es Jeruk,Rp10.000,2,Rp20.000
955,7/11/2024 0:00,9:31:10 AM,Teh Panas,Rp6.000,1,Rp6.000
956,7/11/2024 0:00,11:04:09 AM,Ikan Bakar Rica,Rp50.000,2,Rp100.000
956,7/11/2024 0:00,11:04:09 AM,Dada Tuna Bakar,Rp40.000,3,Rp120.000
956,7/11/2024 0:00,11:04:09 AM,Jus Buah Naga,Rp20.000,2,Rp40.000
956,7/11/2024 0:00,11:04:09 AM,Jus Mangga,Rp20.000,2,Rp40.000
957,7/11/2024 0:00,2:32:38 PM,Ayam Goreng,Rp30.000,2,Rp60.000
957,7/11/2024 0:00,2:32:38 PM,Nasi Putih,Rp5.000,1,Rp5.000
957,7/11/2024 0:00,2:32:38 PM,Es Jeruk,Rp10.000,1,Rp10.000
958,7/11/2024 0:00,10:27:26 AM,Cumi Bakar,Rp45.000,3,Rp135.000
958,7/11/2024 0:00,10:27:26 AM,Ikan Bakar Rica,Rp50.000,1,Rp50.000
958,7/11/2024 0:00,10:27:26 AM,Kerupuk,Rp3.000,1,Rp3.000
958,7/11/2024 0:00,10:27:26 AM,Buras,Rp2.000,2,Rp4.000
958,7/11/2024 0:00,10:27:26 AM,Es Jeruk,Rp10.000,2,Rp20.000
958,7/11/2024 0:00,10:27:26 AM,Jus Mangga,Rp20.000,1,Rp20.000
959,7/11/2024 0:00,11:10:00 AM,Sop Kikil,Rp40.000,2,Rp80.000
959,7/11/2024 0:00,11:10:00 AM,Sop Konro,Rp50.000,1,Rp50.000
